(99.861, 98.20538384845463, 98.2, 97.91252485089463, 98.5)
(99.927, 98.40796019900498, 98.4, 97.92079207920791, 98.9)
(99.7562, 97.69539078156313, 97.7, 97.89156626506023, 97.5)
(99.9336, 98.60973187686197, 98.6, 97.92899408284023, 99.3)
(99.569, 96.60759493670886, 96.65, 97.84615384615385, 95.39999999999999)
(99.39150000000001, 95.92252803261977, 96.0, 97.81704781704782, 94.1)
(99.92909999999999, 98.45847836897065, 98.45, 97.92284866468842, 99.0)
(97.2131, 85.73027420257415, 87.25, 97.33163913595934, 76.6)
(95.60600000000001, 74.80073574494175, 79.45, 96.67194928684627, 61.0)
(90.75469999999999, 57.50174459176552, 69.55, 95.1501154734411, 41.199999999999996)
(96.461, 75.94167679222356, 80.2, 96.74922600619195, 62.5)
(99.84230000000001, 98.09236947791166, 98.1, 98.48790322580645, 97.7)
(99.8975, 98.44922461230615, 98.45, 98.49849849849849, 98.4)
(99.7344, 96.95431472081218, 97.0, 98.4536082474227, 95.5)
(99.9272, 98.39839839839841, 98.4, 98.49699398797596, 98.3)
(99.4439, 94.92753623188406, 95.1, 98.39055793991416, 91.7)
(99.24010000000001, 92.9324894514768, 93.30000000000001, 98.32589285714286, 88.1)
(99.8918, 98.04118533400302, 98.05, 98.48637739656913, 97.6)
(97.52790000000002, 81.21708601521358, 83.95, 97.88434414668548, 69.39999999999999)
(96.5002, 68.86304909560724, 75.9, 97.26277372262774, 53.300000000000004)
(90.5692, 38.37579617834394, 61.3, 94.140625, 24.099999999999998)
(96.35100000000001, 68.69340232858991, 75.8, 97.25274725274726, 53.1)
(99.4632, 93.98849973863042, 94.25, 98.46659364731653, 89.9)
(99.6507, 96.05330599692465, 96.15, 98.52786540483702, 93.7)
(99.9652, 99.00398406374502, 99.0, 98.61111111111111, 99.4)
(99.8222, 98.29488465396189, 98.3, 98.59154929577466, 98.0)
(99.1032, 92.01277955271566, 92.5, 98.40546697038725, 86.4)
(99.5151, 96.10655737704919, 96.2, 98.52941176470588, 93.8)
(99.197, 92.98153034300792, 93.35, 98.43575418994413, 88.1)
(96.88390000000003, 87.08240534521158, 88.4, 98.24120603015075, 78.2)
(93.90515, 63.43434343434343, 72.85000000000001, 97.11340206185567, 47.099999999999994)
(89.94040000000001, 56.98166431593794, 69.5, 96.65071770334929, 40.400000000000006)
(95.5444, 65.78424884182661, 74.15, 97.26027397260275, 49.7)
(99.734, 96.99745547073792, 97.05, 98.75647668393782, 95.3)
(99.8163, 97.93242561775088, 97.95, 98.7792472024415, 97.1)
(99.7331, 97.3630831643002, 97.39999999999999, 98.76543209876543, 96.0)
